,Voter,Votes,Voted
7617,dylanpyle,10,dApp_boi
7618,mccallios,30,dApp_boi
7619,daranda,800,dApp_boi
7620,dApp_boi,20,dApp_boi
7621,BinderDouglas,10,dApp_boi
7622,weishowlin,10,dApp_boi
7623,patrickxrivera,50,dApp_boi
7624,_kabessa,350,dApp_boi
7625,strangechances,15,dApp_boi
7626,chris3collins,10,dApp_boi
7627,BayandrianMaria,20,dApp_boi
7628,jondashkyle,20,dApp_boi
7629,HardlyDifficult,1,dApp_boi
7630,matthewchaim,10,dApp_boi
7631,paulcowgill,10,dApp_boi
7632,mibaripsvi,10,dApp_boi
7633,jessewldn,1000,jamiew
7634,adamludwin,250,jamiew
7635,michaelcstewart,11,jamiew
7636,huanggu777,1,jamiew
7637,gsiener,10,jamiew
7638,aweissman,5,jamiew
7639,chadsnuts,20,jamiew
7640,KellyCo42244769,20,jamiew
7641,officiallyrad,4,jamiew
7642,jamiew,10,jamiew
7643,Monkchiere,10,jamiew
7644,0xfendiman,10,jamiew
7645,djsamforever,10,jamiew
7646,Cooopahtroopa,250,SuperRareJohn
7647,MarkBeylin,300,SuperRareJohn
7648,MPtherealMVP,300,SuperRareJohn
7649,jzstern,30,SuperRareJohn
7650,sailingfanblues,70,SuperRareJohn
7651,keeead,10,SuperRareJohn
7652,Sim_Pop,200,SuperRareJohn
7653,______jpg______,100,SuperRareJohn
7654,masonnystrom,100,SuperRareJohn
7655,adamludwin,250,jstn
7656,Cooopahtroopa,110,jstn
7657,strangechances,50,jstn
7658,jamiew,5,jstn
7659,jondashkyle,50,jstn
7660,patrickxrivera,200,jstn
7661,seanmitchell,10,jstn
7662,TheDavidZhou,1,jstn
7663,aweissman,5,jstn
7664,huanggu777,1,jstn
7665,chrismartz,5,jstn
7666,jcgaal_,5,jstn
7667,jasoncho_,1,jstn
7668,seyitaylor,20,jstn
7669,jarroddicker,500,jstn
7670,NicksEdwards,10,jstn
7671,officiallyrad,4,jstn
7672,WaleskaRamos20,20,jstn
7673,jongold,30,jstn
7674,chadsnuts,10,jstn
7675,jaydotalan,10,jstn
7676,poellll,10,jstn
7677,zachklein,10,jstn
7678,bvajresh,10,jstn
7679,justinbleich,10,jstn
7680,PaulMThomason,10,jstn
7681,Nogoodtwts,10,jstn
7682,bradleyc,153,bradleyc
7683,getKame,350,bradleyc
7684,quasimatt,600,bradleyc
7685,gabeibarra,60,bradleyc
7686,paulgeller,1,bradleyc
7687,simondlr,150,bradleyc
7688,cryptopunkart,10,bradleyc
7689,mikedotexe,16,bradleyc
7690,just_norm,10,bradleyc
7691,blakeir,10,blakeir
7692,patrickxrivera,100,blakeir
7693,seedclubhq,250,blakeir
7694,jzstern,10,blakeir
7695,catalogworks,10,blakeir
7696,ShawnKanungo,10,blakeir
7697,jessewldn,250,blakeir
7698,VirtualElena,400,blakeir
7699,ljxie,100,blakeir
7700,daranda,100,blakeir
7701,ClintKisker,20,blakeir
7702,packyM,50,blakeir
7703,teamphlote,10,teamphlote
7704,chrismartz,10,teamphlote
7705,sirsuhayb,800,teamphlote
7706,Alex_INFLOW,10,teamphlote
7707,MdCL,30,teamphlote
7708,themintfund,300,teamphlote
7709,afuturemodern,35,teamphlote
7710,catalogworks,10,teamphlote
7711,Melknee,10,teamphlote
7712,mikestjean,10,teamphlote
7713,MusicProdServer,10,teamphlote
7714,SheldonAristide,10,teamphlote
7715,piercze,514,Jesseseegers
7716,ampl3d,50,Jesseseegers
7717,DrewCoffman,403,Jesseseegers
7718,JoseRMejia,255,Jesseseegers
7719,SimonBenichou,10,Jesseseegers
7720,idislikebrian,10,Jesseseegers
7721,daranda,1000,whatdotcd
7722,codybrown,10,whatdotcd
7723,theweaver19,10,whatdotcd
7724,marty,10,whatdotcd
7725,chrismartz,10,whatdotcd
7726,hvdsonofficial,10,whatdotcd
7727,raihan_,10,whatdotcd
7728,mgndi_,10,whatdotcd
7729,someonesiphone,10,whatdotcd
7730,rogag23,10,whatdotcd
7731,lasteds1,10,whatdotcd
7732,abenzer,10,whatdotcd
7733,doesare,10,whatdotcd
7734,desmond_phill,10,whatdotcd
7735,guitarplyr4u,10,whatdotcd
7736,kaki1000000,10,whatdotcd
7737,jake_defi_farm,10,whatdotcd
7738,kishimen335,10,whatdotcd
7739,0x_Lucas,10,whatdotcd
7740,daveefreiburger,10,whatdotcd
7741,xiaominshi4,10,whatdotcd
7742,GardashovRG,10,whatdotcd
7743,GiA1kill8,10,whatdotcd
7744,KateBoy03285082,10,whatdotcd
7745,zhixingmei,10,whatdotcd
7746,charliedamgood,50,griffinfrazen
7747,daranda,1190,griffinfrazen
7748,kyoronut,10,shingen_crypto
7749,doncalro,10,shingen_crypto
7750,Bitcoin__Borg,10,shingen_crypto
7751,nofunnolife0,10,shingen_crypto
7752,kinkai34,10,shingen_crypto
7753,ya_ma_pp,10,shingen_crypto
7754,Altria_S15,100,shingen_crypto
7755,etsuranpazz,10,shingen_crypto
7756,piercesword,112,shingen_crypto
7757,TMSearcher,138,shingen_crypto
7758,salmon_crypto,10,shingen_crypto
7759,kaedetalk,10,shingen_crypto
7760,like_a_bitcoin,220,shingen_crypto
7761,riversidemetal1,60,shingen_crypto
7762,CoffeeTimesTW,430,shingen_crypto
7763,ritsu_cyan,50,shingen_crypto
7764,bulkupplayer,20,shingen_crypto
7765,getty_hill,510,getty_hill
7766,jessewldn,705,getty_hill
7767,William_Elliott,10,William_Elliott
7768,quasimatt,1200,William_Elliott
7769,piercesword,130,harukatarotaro
7770,TMSearcher,310,harukatarotaro
7771,salmon_crypto,10,harukatarotaro
7772,riversidemetal1,20,harukatarotaro
7773,like_a_bitcoin,170,harukatarotaro
7774,CoffeeTimesTW,500,harukatarotaro
7775,jarroddicker,1000,patrickxrivera
7776,anquetil,10,patrickxrivera
7777,TimSmith1337,10,patrickxrivera
7778,liamseden,10,patrickxrivera
7779,dApp_boi,10,patrickxrivera
7780,pick0002,10,patrickxrivera
7781,transitive_bs,10,patrickxrivera
7782,NadavAHollander,10,patrickxrivera
7783,EricMault,10,patrickxrivera
7784,strollinghome,10,patrickxrivera
7785,rubiokishi1,10,patrickxrivera
7786,Ruiziny,10,patrickxrivera
7787,arthcp,10,patrickxrivera
7788,opnancymua,10,patrickxrivera
7789,zherring,10,patrickxrivera
7790,sub_rrosa,1140,1yunglong
7791,strangechances,1000,ljin18
7792,ljin18,10,ljin18
7793,MdotBaig,10,ljin18
7794,sutherlandphys,10,ljin18
7795,springfall_BC,10,ljin18
7796,masonnystrom,10,ljin18
7797,cryptopotato5,10,ljin18
7798,dan_zider,10,ljin18
7799,dmiranda000,10,ljin18
7800,danqing_liu,10,ljin18
7801,Alina30557763,10,ljin18
7802,xiaopioo9494,10,ljin18
7803,ameanlr,10,ljin18
7804,patrickjwoods,10,ljin18
7805,HelloShreyas,1000,_kabessa
7806,_kabessa,10,_kabessa
7807,yup_io,10,_kabessa
7808,nosolnick,10,_kabessa
7809,nftboy,10,_kabessa
7810,vernonjohnson23,10,_kabessa
7811,tomebendo,10,_kabessa
7812,a_musk1,10,_kabessa
7813,memeledger,10,_kabessa
7814,ronwallslight,10,_kabessa
7815,HerbertLI11,10,_kabessa
7816,JackMcDermott1,10,_kabessa
7817,derekbrown,10,_kabessa
7818,BayandrianMaria,10,_kabessa
7819,JulianMMarshall,1030,josephmarconi
7820,notscottmoore,90,josephmarconi
7821,TheAlexYao,125,algoriddims
7822,bvajresh,100,algoriddims
7823,stephensonhmatt,400,algoriddims
7824,travontheweb,10,algoriddims
7825,ddwchen,200,algoriddims
7826,spencecoin,20,algoriddims
7827,dcarmitage,60,algoriddims
7828,conitic,30,algoriddims
7829,hvdsonofficial,10,algoriddims
7830,YousufHaque,1,algoriddims
7831,belGIANgwaffles,150,algoriddims
7832,Iiterature,1000,jillruthcarlson
7833,jillruthcarlson,10,jillruthcarlson
7834,RuggedInProd,10,jillruthcarlson
7835,JoelSoh87,10,jillruthcarlson
7836,nichanank,10,jillruthcarlson
7837,yefim,10,jillruthcarlson
7838,nvs,10,jillruthcarlson
7839,dvharry2020,10,jillruthcarlson
7840,ObiElledge,10,jillruthcarlson
7841,JillFer64080512,10,jillruthcarlson
7842,jondashkyle,1000,_EricHu
7843,ezzzrrra,10,_EricHu
7844,_EricHu,10,_EricHu
7845,cryptopunk6487,10,_EricHu
7846,cryptogang69,10,_EricHu
7847,tryggetoven,10,_EricHu
7848,mikemckain_,10,_EricHu
7849,KellyCo42244769,10,_EricHu
7850,RodiKirk,10,_EricHu
7851,joonian,1000,adamludwin
7852,adamludwin,10,adamludwin
7853,worm_emoji,10,adamludwin
7854,Gekonn,10,adamludwin
7855,permaetheus,10,adamludwin
7856,bryansum,10,adamludwin
7857,MichaelGingras,10,adamludwin
7858,digitlartifacts,10,adamludwin
7859,sammdec,10,adamludwin
7860,ljxie,1000,riabhutoria
7861,lily___digital,10,riabhutoria
7862,Obstropolos,10,riabhutoria
7863,tallbrowndude,10,riabhutoria
7864,riabhutoria,10,riabhutoria
7865,crypt0cynic,10,riabhutoria
7866,musicynic,10,riabhutoria
7867,GODTIERlabel,10,riabhutoria
7868,AlexisGauba,10,riabhutoria
7869,getpolarbear,10,viccsmind
7870,superawesomepop,10,viccsmind
7871,viccsmind,10,viccsmind
7872,dApp_boi,1040,viccsmind
7873,OrcaProtocol,1020,zkchun
7874,Julia_R0senberg,50,zkchun
7875,smsunarto,1030,ETHUniversity
7876,ETHUniversity,10,ETHUniversity
7877,jacksondame,20,ETHUniversity
7878,BrianFakhoury,7,ETHUniversity
7879,squidsuit0x41,10,techspec_
7880,troels_a,120,techspec_
7881,RoyalCrypto,10,techspec_
7882,LamSlimenstein,20,techspec_
7883,pokyjoy,10,techspec_
7884,bluen1ne,40,techspec_
7885,emielboe,10,techspec_
7886,Fyt3r_,5,techspec_
7887,yollo,20,techspec_
7888,whatdotcd,170,techspec_
7889,lilmiquela,300,techspec_
7890,_EricHu,200,techspec_
7891,DrewCoffman,111,techspec_
7892,raihan_,25,techspec_
7893,everett_muzzy,20,everett_muzzy
7894,masonnystrom,203,everett_muzzy
7895,JamesJohnBeck,510,everett_muzzy
7896,Sim_Pop,300,everett_muzzy
7897,piercesword,370,ZkEther
7898,TMSearcher,130,ZkEther
7899,CoffeeTimesTW,500,ZkEther
7900,riversidemetal1,30,ZkEther
7901,belGIANgwaffles,480,0xElle
7902,Ajrocwhm,70,0xElle
7903,albertethwin,20,0xElle
7904,xiangjieking,20,0xElle
7905,winterforwiner,20,0xElle
7906,FWBtweets,150,0xElle
7907,Di_Wisdom,5,0xElle
7908,DrewCoffman,106,0xElle
7909,stephenpdiesel,50,0xElle
7910,hvdsonofficial,5,0xElle
7911,BrianFakhoury,2,0xElle
7912,derekgtaylor,100,0xElle
7913,TheAlexYao,500,SoyyoStef
7914,SoyyoStef,10,SoyyoStef
7915,ddwchen,500,SoyyoStef
7916,bitsikka,1000,JorrinB
7917,MPtherealMVP,60,krrisis
7918,bitsikka,900,krrisis
7919,GlassProtocol,30,GlassProtocol
7920,chrismartz,20,GlassProtocol
7921,TMSearcher,22,GlassProtocol
7922,WriterAceDAO,90,GlassProtocol
7923,piercesword,22,GlassProtocol
7924,MaxMinsker,10,GlassProtocol
7925,patrickxrivera,150,GlassProtocol
7926,packyM,500,GlassProtocol
7927,AshAEgan,10,GlassProtocol
7928,wanderingscapes,540,wanderingscapes
7929,proteumio,280,wanderingscapes
7930,awkweb,600,jack_sunflower
7931,jack_sunflower,10,jack_sunflower
7932,rowanspencer__,200,jack_sunflower
7933,jjk32700,115,DeAngeloLT
7934,DeAngeloLT,170,DeAngeloLT
7935,chrschmdt,355,DeAngeloLT
7936,r_namboodiripad,1,DeAngeloLT
7937,Kchain18,140,DeAngeloLT
7938,vikudyawer,5,DeAngeloLT
7939,LukeMeierr,10,DeAngeloLT
7940,monportefeuille,550,monportefeuille
7941,quasimatt,5,monportefeuille
7942,stephenpdiesel,50,monportefeuille
7943,______jpg______,50,monportefeuille
7944,iodave,5,monportefeuille
7945,themintfund,100,monportefeuille
7946,hollyherndon,750,shingaithornton
7947,LexSokolin,10,LexSokolin
7948,JamesJohnBeck,255,LexSokolin
7949,masonnystrom,30,LexSokolin
7950,ecrivaine_k,200,LexSokolin
7951,nnnnicholas,250,LexSokolin
7952,Tunacandrew,8,TiwariKratika22
7953,pedrorenan,1,TiwariKratika22
7954,codygallo,100,TiwariKratika22
7955,TiwariKratika22,50,TiwariKratika22
7956,GinoNFT,20,TiwariKratika22
7957,ShawnKanungo,550,TiwariKratika22
7958,GinoNFT,470,GinoNFT
7959,vikudyawer,27,GinoNFT
7960,SpaceXponential,10,GinoNFT
7961,TiwariKratika22,1,GinoNFT
7962,strangechances,175,GinoNFT
7963,yollo,30,GinoNFT
7964,ItzQuauhtli,1,GinoNFT
7965,ShawnKanungo,10,GinoNFT
7966,vikudyawer,230,vikudyawer
7967,jessewldn,50,vikudyawer
7968,SpaceXponential,5,vikudyawer
7969,quasimatt,350,vikudyawer
7970,BlockchainistaX,10,vikudyawer
7971,Tunacandrew,25,vikudyawer
7972,GinoNFT,20,vikudyawer
7973,stephensonhmatt,500,William94029369
7974,bitsikka,170,William94029369
7975,bradleyc,10,William94029369
7976,fvictorio_nan,5,William94029369
7977,just_norm,520,just_norm
7978,SpaceXponential,124,just_norm
7979,travontheweb,15,just_norm
7980,idislikebrian,10,just_norm
7981,algoriddims,2,just_norm
7982,chisox3000,5,just_norm
7983,SuzAshley,1,just_norm
7984,dcarmitage,370,dcarmitage
7985,masonnystrom,80,dcarmitage
7986,Cooopahtroopa,220,dcarmitage
7987,JackFancy6,10,protein
7988,seedclubhq,630,protein
7989,TejuAdeyinka,10,TejuAdeyinka
7990,seyitaylor,500,TejuAdeyinka
7991,lawrenx_,10,TejuAdeyinka
7992,YaraEwuare,10,TejuAdeyinka
7993,tjelailah,10,TejuAdeyinka
7994,JamesJohnBeck,100,TejuAdeyinka
7995,brennenschlu,270,brennenschlu
7996,yollo,3,brennenschlu
7997,_willthompson,5,brennenschlu
7998,FWBtweets,50,brennenschlu
7999,teendaze,100,brennenschlu
8000,mClubDAO,166,brennenschlu
8001,cortesja,10,brennenschlu
8002,colingaffney_,10,brennenschlu
8003,LizHagelthorn,600,wongmjane
8004,tomosman,100,julien51
8005,jacksondame,200,julien51
8006,bitsikka,100,julien51
8007,ampl3d,200,julien51
8008,belGIANgwaffles,600,sohkatoa
8009,ezzzrrra,600,poopooshooter
8010,GT_speculare,10,AlphaKetchum
8011,AlphaKetchum,10,AlphaKetchum
8012,jessewldn,570,AlphaKetchum
8013,TheBrin2000,150,pacosimone
8014,belGIANgwaffles,310,pacosimone
8015,pacosimone,90,pacosimone
8016,melikegunaydnn,10,pacosimone
8017,BirLager,10,pacosimone
8018,weoniq,10,pacosimone
8019,ShawnKanungo,5,pacosimone
8020,ecrivaine_k,200,DAOSquare
8021,Tracy556677,140,DAOSquare
8022,29942611Amy,70,DAOSquare
8023,tracydetg,80,DAOSquare
8024,zydetg,81,DAOSquare
8025,Drboudro,5,0xmons
8026,JustineLu6,10,0xmons
8027,0xmons,10,0xmons
8028,ysgjay,10,0xmons
8029,aviexk,10,0xmons
8030,Purplepunks1,10,0xmons
8031,jessewldn,185,0xmons
8032,stephenpdiesel,4,0xmons
8033,ljxie,250,0xmons
8034,marx_d_,5,0xmons
8035,riversidemetal1,20,0xmons
8036,jzstern,10,0xmons
8037,techspec_,3,0xmons
8038,chrismartz,10,0xmons
8039,icebreaker_1312,10,0xmons
8040,jongold,200,jzstern
8041,quiettheory,50,jzstern
8042,matdryhurst,250,jzstern
8043,ampl3d,50,jzstern
8044,______jpg______,550,Pinche__Wei
8045,HardlyDifficult,1,sammdec
8046,jongold,378,sammdec
8047,jondashkyle,25,sammdec
8048,nnnnicholas,120,sammdec
8049,CCassets,10,otukarehitoiki1
8050,piercesword,278,otukarehitoiki1
8051,TMSearcher,212,otukarehitoiki1
8052,riversidemetal1,10,otukarehitoiki1
8053,ran_dom,500,kamiliakard
8054,bitsikka,200,CamiRusso
8055,ljxie,60,CamiRusso
8056,BrianFakhoury,2,CamiRusso
8057,dcarmitage,10,CamiRusso
8058,cart_collector,10,CamiRusso
8059,JamesJohnBeck,200,CamiRusso
8060,quasimatt,420,MattHartman
8061,strangechances,50,MattHartman
8062,SpaceXponential,1,MattHartman
8063,Ericaqu38119446,20,Ajrocwhm
8064,aricaqueenia,60,Ajrocwhm
8065,mobliducke,20,Ajrocwhm
8066,Ajrocwhm,30,Ajrocwhm
8067,jiayaliu,40,Ajrocwhm
8068,timefurutravel,30,Ajrocwhm
8069,yaliujiaking,40,Ajrocwhm
8070,ducmobling,40,Ajrocwhm
8071,stronghdkg,30,Ajrocwhm
8072,houmensiy,30,Ajrocwhm
8073,yubancheng,30,Ajrocwhm
8074,ersanxian,20,Ajrocwhm
8075,longmyself1,30,Ajrocwhm
8076,chrismartz,50,Ajrocwhm
8077,strangechances,200,Dharma_HQ
8078,NadavAHollander,30,Dharma_HQ
8079,brendan_dharma,10,Dharma_HQ
8080,YousufHaque,1,Dharma_HQ
8081,daranda,100,Dharma_HQ
8082,FWBtweets,100,Dharma_HQ
8083,ETH4ME,20,Dharma_HQ
8084,MichaelGingras,350,MichaelGingras
8085,john_c_palmer,100,MichaelGingras
8086,scottfits,2,scottfits
8087,saffronhuang,1,scottfits
8088,JustinGlibert,1,scottfits
8089,AlexisGauba,40,scottfits
8090,Obstropolos,150,scottfits
8091,CityDao,250,scottfits
8092,VeryCB,1,nigdaemon
8093,Bitcoin_Labs,10,nigdaemon
8094,orangbagus3,10,nigdaemon
8095,LiangWuCFA,10,nigdaemon
8096,tommyzh67430853,10,nigdaemon
8097,gojcnSkmQg5BiSm,10,nigdaemon
8098,kenaxcs,10,nigdaemon
8099,96Wayne96,10,nigdaemon
8100,guojia17272011,10,nigdaemon
8101,TycheKong,10,nigdaemon
8102,huayuxch,10,nigdaemon
8103,YEEblockchina,10,nigdaemon
8104,alpacin75970820,10,nigdaemon
8105,luokelouke,10,nigdaemon
8106,prophet54328537,10,nigdaemon
8107,niubob,10,nigdaemon
8108,Nevaeh_rff,10,nigdaemon
8109,reallym404,10,nigdaemon
8110,KhalilLee19,10,nigdaemon
8111,mrc916,10,nigdaemon
8112,dingbashiluo,10,nigdaemon
8113,troy_ye,10,nigdaemon
8114,shaohuayuan,10,nigdaemon
8115,yuancj,10,nigdaemon
8116,Hermann14555294,10,nigdaemon
8117,iooo62856536,10,nigdaemon
8118,Sharon80931665,10,nigdaemon
8119,pauline76768106,10,nigdaemon
8120,Tensilenr,10,nigdaemon
8121,x007vip,10,nigdaemon
8122,candicemomomi,10,nigdaemon
8123,kaaf2020,10,nigdaemon
8124,wuyue40211467,10,nigdaemon
8125,blacktea286,10,nigdaemon
8126,shifangliu,10,nigdaemon
8127,poor_indra,10,nigdaemon
8128,sfjccz,10,nigdaemon
8129,cryptoroaming,10,nigdaemon
8130,baggioblue802,10,nigdaemon
8131,rucky8209,10,nigdaemon
8132,nigdaemon,20,nigdaemon
8133,samlizeeeee,10,nigdaemon
8134,jamiew,420,kenbot
8135,ollybromham,320,ollybromham
8136,jondashkyle,100,ollybromham
8137,jondashkyle,20,jongacnik
8138,jktestacct,10,jongacnik
8139,ollybromham,10,jongacnik
8140,bvajresh,10,jongacnik
8141,jongacnik,5,jongacnik
8142,_callil,100,jongacnik
8143,piercze,250,jongacnik
8144,ran_dom,400,selimimoberdorf
8145,playboyhodl,95,playboyhodl
8146,bitsikka,200,playboyhodl
8147,SpaceXponential,96,playboyhodl
8148,scottfits,1,jasminewsun
8149,JustinGlibert,1,jasminewsun
8150,gubsheep,3,jasminewsun
8151,niknaps,5,jasminewsun
8152,chrismartz,20,jasminewsun
8153,strangechances,343,jasminewsun
8154,jubrilade_,159,Camelliayang
8155,Camelliayang,205,Camelliayang
8156,nedzen,30,nedzen
8157,nebulae2016,10,nedzen
8158,mariusnedelcu,10,nedzen
8159,sun_rasa,10,nedzen
8160,netkid666,10,nedzen
8161,megamay61,10,nedzen
8162,netkid6,10,nedzen
8163,aestoic,10,nedzen
8164,yollo,3,nedzen
8165,bitsikka,250,nedzen
8166,bitsikka,350,songadaymann
8167,usegallery,60,usegallery
8168,Gross_sculptor,1,usegallery
8169,seedclubhq,100,usegallery
8170,jondashkyle,25,usegallery
8171,jonjyan,30,usegallery
8172,mikeybitcoin,30,usegallery
8173,______jpg______,100,usegallery
8174,cortesja,10,OPlerou
8175,iodave,20,OPlerou
8176,chrismartz,10,OPlerou
8177,mybellalogica,100,OPlerou
8178,themintfund,150,OPlerou
8179,yollo,20,OPlerou
8180,JesseGrushack,15,OPlerou
8181,travontheweb,15,OPlerou
8182,iodave,50,iodave
8183,Silkeyj,2,iodave
8184,mClubDAO,166,iodave
8185,forefront__,60,iodave
8186,cortesja,10,iodave
8187,mybellalogica,50,iodave
8188,chinask1976,10,zachjabri
8189,zachjabri,327,zachjabri
8190,paperchainio,280,paperchainio
8191,mybellalogica,5,paperchainio
8192,thisisthetruth,10,paperchainio
8193,mikemckain_,10,paperchainio
8194,catalogworks,20,paperchainio
8195,jzstern,10,paperchainio
8196,jacksondame,200,theashelina
8197,chrismartz,25,theashelina
8198,JamesJohnBeck,100,theashelina
8199,Iiterature,50,ideamarkets_
8200,stephenpdiesel,1,ideamarkets_
8201,trent_vanepps,250,ideamarkets_
8202,cortesja,20,ideamarkets_
8203,lofsigma,320,lofsigma
8204,realmubaris,10,realmubaris
8205,trent_vanepps,300,realmubaris
8206,CreatorCabins,300,DugDaniels
8207,strangechances,256,tomhschmidt
8208,JamesJohnBeck,30,tomhschmidt
8209,jzstern,10,tomhschmidt
8210,Seatsch,100,robert_rother
8211,911_Marcel,60,robert_rother
8212,werbsam,35,robert_rother
8213,Hoenschi1,30,robert_rother
8214,maxibiber,30,robert_rother
8215,Stesch83367532,30,robert_rother
8216,polats,45,polats
8217,themintfund,100,polats
8218,wangyoulu,10,polats
8219,JiangTrader,5,polats
8220,bestape,65,polats
8221,maxi_funko_06,10,polats
8222,algoriddims,10,polats
8223,mikedotexe,30,polats
8224,Tracy556677,135,tracydetg
8225,29942611Amy,61,tracydetg
8226,zydetg,70,tracydetg
8227,tracydetg,5,tracydetg
8228,idislikebrian,2,nickcamsmith
8229,belGIANgwaffles,200,nickcamsmith
8230,FWBtweets,50,nickcamsmith
8231,nawazahmednz,230,nawazahmednz
8232,ShawnKanungo,20,nawazahmednz
8233,liquidfunc,246,liquidfunc
8234,adlabossiere,210,adlabossiere
8235,SpaceXponential,26,adlabossiere
8236,chrismartz,10,adlabossiere
8237,radioastro,210,radioastro
8238,Rykk3n,30,radioastro
8239,29942611Amy,90,Tracy556677
8240,hysk2020,5,Tracy556677
8241,fomonoer,5,Tracy556677
8242,tracydetg,70,Tracy556677
8243,zydetg,70,Tracy556677
8244,ArtAboveReality,30,ArtAboveReality
8245,sirsuhayb,200,ArtAboveReality
8246,William94029369,4,ArtAboveReality
8247,WilsonWithiam,5,fubuloubu
8248,_kabessa,15,fubuloubu
8249,nicolagreco,5,fubuloubu
8250,leophiladelphia,5,fubuloubu
8251,strangechances,10,fubuloubu
8252,lakshmansankar,100,fubuloubu
8253,Sim_Pop,2,fubuloubu
8254,getty_hill,60,fubuloubu
8255,riversidemetal1,30,fubuloubu
8256,William94029369,1,fubuloubu
8257,stephenpdiesel,5,fionais__online
8258,DrewCoffman,222,fionais__online
8259,thisisthetruth,5,fionais__online
8260,louispereira,10,louispereira
8261,TiwariKratika22,1,louispereira
8262,lylemckeany,70,louispereira
8263,patrickxrivera,150,louispereira
8264,colingaffney_,30,Silkeyj
8265,mClubDAO,170,Silkeyj
8266,cortesja,20,Silkeyj
8267,chaserchapman,10,Silkeyj
8268,Tracy556677,73,zydetg
8269,29942611Amy,55,zydetg
8270,tracydetg,85,zydetg
8271,zydetg,5,zydetg
8272,troilee,210,troilee
8273,pedrorenan,1,troilee
8274,alice_fulwood,10,alice_fulwood
8275,codygallo,200,alice_fulwood
8276,ckurdziel,200,ccarella
8277,ccarella,10,ccarella
8278,jongold,200,kadlac
8279,songcampdotband,200,madebymetsa
8280,john_c_palmer,5,pixlpa
8281,chrismartz,45,pixlpa
8282,ayenwhyay,2,pixlpa
8283,LorenBednar,10,pixlpa
8284,ran_dom,31,pixlpa
8285,______jpg______,100,pixlpa
8286,nico_valencia,85,KatyJeremko
8287,Brolag,30,KatyJeremko
8288,twos_complement,25,KatyJeremko
8289,theindiedao,2,KatyJeremko
8290,JamesJohnBeck,50,KatyJeremko
8291,jzstern,30,reefloretto
8292,mikemckain_,100,reefloretto
8293,catalogworks,50,reefloretto
8294,strangechances,175,strollinghome
8295,jayrosenkrantz,10,jayrosenkrantz
8296,john_c_palmer,25,jayrosenkrantz
8297,ckurdziel,5,jayrosenkrantz
8298,bvajresh,10,jayrosenkrantz
8299,stephenpdiesel,3,jayrosenkrantz
8300,HuaNancy,10,jayrosenkrantz
8301,atbeme,10,jayrosenkrantz
8302,citizenwes,10,jayrosenkrantz
8303,piercesword,22,jayrosenkrantz
8304,TMSearcher,22,jayrosenkrantz
8305,mathewi,1,jayrosenkrantz
8306,strangechances,45,jayrosenkrantz
8307,bitsikka,100,DeFi_Dad
8308,chrismartz,20,DeFi_Dad
8309,JamesJohnBeck,50,DeFi_Dad
8310,leophiladelphia,165,leophiladelphia
8311,bennybitcoins,10,bennybitcoins
8312,masonnystrom,90,bennybitcoins
8313,WilsonWithiam,30,bennybitcoins
8314,chisox3000,5,bennybitcoins
8315,Cooopahtroopa,25,bennybitcoins
8316,patrickxrivera,150,ZackHonarvar
8317,tubefilter,2,ZackHonarvar
8318,jessewldn,50,keighstone
8319,masonnystrom,55,keighstone
8320,mybellalogica,10,keighstone
