source,target,CF_contribution
0x1cc6938596b6ec52dad1957f8fff98c105e868c7,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.25
0x1cc88d14f660c47afc9efd1f0dcbe109ad8a11ba,0xfa5f665fad9b4b5a374f6dec38eb3e5218e2ea33,1.0
0x1cde26e9c324ffa7e5b19d3010853c5b188b1a3e,0xadbd9aeda5633448e8b4953b4376c9514075abf4,0.25
0x1ce6a4850c6e56beecf946cbccc0919df9be7347,0xfc4852b5e3af65058cdfe1d1dce26946c0c1975f,0.1
0x1d14d9e297dfbce003f5a8ebcf8cba7faee70b91,0x3527a204a5260a0e36ca695312379370328e4e6c,0.1
0x1d14d9e297dfbce003f5a8ebcf8cba7faee70b91,0xfc4852b5e3af65058cdfe1d1dce26946c0c1975f,0.1
0x1d911bcc079660aafb772d48b992d50815b7a66d,0xadbd9aeda5633448e8b4953b4376c9514075abf4,0.25
0x1db819361e0dc2284583b3c447d6a1adb1af2e67,0x42dfaf5266ad40ab4533f9806f5cc1df4c1eb363,0.1
0x1dba81c9c1480356647d50586321e13f75724196,0xfa5f665fad9b4b5a374f6dec38eb3e5218e2ea33,0.015
0x1dbfbaebc6070f14ae8294ab01252b36d962bf4e,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.3
0x1dbfbaebc6070f14ae8294ab01252b36d962bf4e,0xfa5f665fad9b4b5a374f6dec38eb3e5218e2ea33,1.0
0x1dcaca85694ea77c1cceb7a167a18f0cb5271aa6,0xfa5f665fad9b4b5a374f6dec38eb3e5218e2ea33,1.1
0x1de869688cf52ac2ebc0e789c54d492615714438,0xfa5f665fad9b4b5a374f6dec38eb3e5218e2ea33,1.0
0x1df428833f2c9fb1ef098754e5d710432450d706,0xfa5f665fad9b4b5a374f6dec38eb3e5218e2ea33,1.618
0x1e341aa44c293d95d13d778492d417d1be4e63d5,0x345122f6513329d169cff39ace8978edc3942b5d,1.0
0x1e341aa44c293d95d13d778492d417d1be4e63d5,0x42dfaf5266ad40ab4533f9806f5cc1df4c1eb363,1.35
0x1e341aa44c293d95d13d778492d417d1be4e63d5,0xfa5f665fad9b4b5a374f6dec38eb3e5218e2ea33,1.0
0x1e341aa44c293d95d13d778492d417d1be4e63d5,0xfc4852b5e3af65058cdfe1d1dce26946c0c1975f,5.5
0x1e55c85801a2c4f0bec57c84742a8ef3d72de57b,0x48a63097e1ac123b1f5a8bbffafa4afa8192fab0,0.04
0x1e55c85801a2c4f0bec57c84742a8ef3d72de57b,0xfa5f665fad9b4b5a374f6dec38eb3e5218e2ea33,1.0
0x1eb322c016815ee5b29c071586c1b75be5934576,0xfa5f665fad9b4b5a374f6dec38eb3e5218e2ea33,0.01
0x1f28f10176f89f4e9985873b84d14e75751bb3d1,0xfa5f665fad9b4b5a374f6dec38eb3e5218e2ea33,1.0
0x1f2fc9ee909929aeeb7438de22c426b6a6874413,0x3527a204a5260a0e36ca695312379370328e4e6c,0.2
0x1f8a7898d5237ff11ea52d85cc3b633e6be9a939,0xfa5f665fad9b4b5a374f6dec38eb3e5218e2ea33,0.001
0x1fca36eccfdf8482492fabfd98266956a97e854d,0xfa5f665fad9b4b5a374f6dec38eb3e5218e2ea33,1.0
0x20074277f892404ee413753e01bac21a4f8d98c4,0xadbd9aeda5633448e8b4953b4376c9514075abf4,0.25
0x201b5abfd44a8f9b75f0fe1bae74cdac7675e54b,0xfa5f665fad9b4b5a374f6dec38eb3e5218e2ea33,1.0
0x201be631a06cc2922532acc00fe39da0f87c8985,0x42dfaf5266ad40ab4533f9806f5cc1df4c1eb363,0.1
0x201be631a06cc2922532acc00fe39da0f87c8985,0xadbd9aeda5633448e8b4953b4376c9514075abf4,0.1
0x201be631a06cc2922532acc00fe39da0f87c8985,0xfc4852b5e3af65058cdfe1d1dce26946c0c1975f,0.1
0x203bc267a4657ae5ee774eb35cec32faa2c0bc1f,0xdc1f98682f4f8a5c6d54f345f448437b83f5e432,1.0
0x203bc267a4657ae5ee774eb35cec32faa2c0bc1f,0xfa5f665fad9b4b5a374f6dec38eb3e5218e2ea33,1.0
0x204d554aed776d19ccaf7d8251a37dda28619eaf,0xfa5f665fad9b4b5a374f6dec38eb3e5218e2ea33,1.0
0x20575c69652f53d3fd40c1e54db2330a16b93330,0xfa5f665fad9b4b5a374f6dec38eb3e5218e2ea33,1.0
0x208e3ed55144371f318824a48f8e9d68fa38b9c0,0xc3268ddb8e38302763ffdc9191fcebd4c948fe1b,0.01
0x208e3ed55144371f318824a48f8e9d68fa38b9c0,0xfa5f665fad9b4b5a374f6dec38eb3e5218e2ea33,0.01
0x20b48bdf395232acae5d6e3b345c0f107ffa8abd,0xfc4852b5e3af65058cdfe1d1dce26946c0c1975f,0.3
0x20f9e5a17b00350f1eaf9ad18bc5be0d54c0bc3f,0x46301f7e700be9cffce3e5e142a2244df3f2d4f2,0.25
0x20f9e5a17b00350f1eaf9ad18bc5be0d54c0bc3f,0xfa5f665fad9b4b5a374f6dec38eb3e5218e2ea33,0.1
0x2147b3291b45c026f5c6c964fd98e3bb83131546,0x345122f6513329d169cff39ace8978edc3942b5d,0.5
0x2147b3291b45c026f5c6c964fd98e3bb83131546,0xda18e1537622802ec576d99a8e3913914653bd6f,0.5
0x21e6fafd7f727ea9ef785d46ef41865d6504afc8,0x345122f6513329d169cff39ace8978edc3942b5d,0.05
0x2206445d241ccb7dae93b2d2acfc67f75b90fd76,0xfa5f665fad9b4b5a374f6dec38eb3e5218e2ea33,0.1
0x2206445d241ccb7dae93b2d2acfc67f75b90fd76,0xfc4852b5e3af65058cdfe1d1dce26946c0c1975f,0.1
0x2220dc644cff22b06d481b732c71f8f4291cc463,0xadbd9aeda5633448e8b4953b4376c9514075abf4,0.25
0x22414ae90251e747a45ab98c109643415b349d06,0x345122f6513329d169cff39ace8978edc3942b5d,0.1
0x22414ae90251e747a45ab98c109643415b349d06,0xff37a713c920f6e94043d10c1230e30b13f4d500,0.1
0x2245be89fc8fab94ed982e859aa3212a4e4eb7e5,0xfa5f665fad9b4b5a374f6dec38eb3e5218e2ea33,0.005
0x224e69025a2f705c8f31efb6694398f8fd09ac5c,0x3b3525f60eeea4a1ef554df5425912c2a532875d,0.01
0x224e69025a2f705c8f31efb6694398f8fd09ac5c,0x48a63097e1ac123b1f5a8bbffafa4afa8192fab0,0.023
0x224e69025a2f705c8f31efb6694398f8fd09ac5c,0xf0cad7c8b383f79a879eb6df644e336234ebdac8,0.25
0x2260c600601a17aa937e36e343df7ce7b89e1ad7,0xfa5f665fad9b4b5a374f6dec38eb3e5218e2ea33,0.1
0x22661085082c30ccc826117547f134563cd1ce69,0xdc1f98682f4f8a5c6d54f345f448437b83f5e432,0.089
0x22c7f28df14639856e78b962ba183d44ec09eee5,0x42dfaf5266ad40ab4533f9806f5cc1df4c1eb363,0.1
0x22ca464d6bc50bdda50c1faee81e8b934f3c762c,0xc3268ddb8e38302763ffdc9191fcebd4c948fe1b,0.02
0x22ca464d6bc50bdda50c1faee81e8b934f3c762c,0xc46e9a66fddc8d1a69529d86e668236f02957f1b,0.01
0x22f6edb55790b0fe841c5ba9aa30792ebcb55863,0x3527a204a5260a0e36ca695312379370328e4e6c,0.3
0x22f6edb55790b0fe841c5ba9aa30792ebcb55863,0xf0cad7c8b383f79a879eb6df644e336234ebdac8,0.2
0x22f7887308852d74fe035dbf42f3462aa8151709,0xfa5f665fad9b4b5a374f6dec38eb3e5218e2ea33,0.01
0x23048a9a06baccaf05ee9e594d67095811252602,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.175
0x230765bc614c7697618ecadffbd477b8b9e3b12e,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.5
0x23736120b01aa219c13af4aedd333986e1b0d392,0xc3268ddb8e38302763ffdc9191fcebd4c948fe1b,0.052
0x23a8d99dd23989db955d85f98605e29e73ec346d,0xfc4852b5e3af65058cdfe1d1dce26946c0c1975f,0.4
0x23b59b385d5ad503af3ece9bc9dfccf0b9f37f10,0xc3268ddb8e38302763ffdc9191fcebd4c948fe1b,0.1
0x23bc95f84bd43c1fcc2bc285fda4cb12f9aee2df,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.1559
0x244b84ed1150d994774be96f71cdeca7bb16d4bc,0xfa5f665fad9b4b5a374f6dec38eb3e5218e2ea33,0.05
0x2450bbd3577f17c0e2f7359e5369260bf32c4a46,0xfc4852b5e3af65058cdfe1d1dce26946c0c1975f,0.1
0x24d0db7e182fcd29ddea14c04bcb182c89cbb0c0,0xfa5f665fad9b4b5a374f6dec38eb3e5218e2ea33,1.0
0x24e219ebf46093dc5c5a748cb20b8c83e86bf09d,0xfa5f665fad9b4b5a374f6dec38eb3e5218e2ea33,0.01
0x25cbcfa16e43e58517f80d583087ea89241293e6,0x25cbcfa16e43e58517f80d583087ea89241293e6,12.0
0x25cbcfa16e43e58517f80d583087ea89241293e6,0x345122f6513329d169cff39ace8978edc3942b5d,0.02
0x25cbcfa16e43e58517f80d583087ea89241293e6,0x42dfaf5266ad40ab4533f9806f5cc1df4c1eb363,0.05
0x25cbcfa16e43e58517f80d583087ea89241293e6,0xda18e1537622802ec576d99a8e3913914653bd6f,0.03
0x25cbcfa16e43e58517f80d583087ea89241293e6,0xfc4852b5e3af65058cdfe1d1dce26946c0c1975f,0.1
0x25e0fbc652cfc890d308961b7d34c08d109a491b,0x345122f6513329d169cff39ace8978edc3942b5d,0.06
0x25e68963bb5d9c8e35850d2db6ae7def8022dddc,0xc46e9a66fddc8d1a69529d86e668236f02957f1b,0.01
0x261d748f43c0172905cd61178aa6537ff685c145,0xc46e9a66fddc8d1a69529d86e668236f02957f1b,0.02
0x261e1fbc2d5c7200de55289dfab9ebbc5fd585be,0xfa5f665fad9b4b5a374f6dec38eb3e5218e2ea33,1.001
0x2647460c2c34c8a38e46328a5a7398d1fbc8d03e,0xf0cad7c8b383f79a879eb6df644e336234ebdac8,0.25
0x267a3195ea57ad38e65993dbcb9fbebf8995621d,0xc3268ddb8e38302763ffdc9191fcebd4c948fe1b,0.05
0x269e07eac18b3681f3447263c28a766457ff074b,0xfa5f665fad9b4b5a374f6dec38eb3e5218e2ea33,1.0
0x26a7770431cdea6b75012c3266fdce110c4e5b09,0xadbd9aeda5633448e8b4953b4376c9514075abf4,0.15
0x26c6a3e6662b8cabea69760dd3a1f335cfdd10e8,0x345122f6513329d169cff39ace8978edc3942b5d,0.1
0x26d83b05c25967f1c1399cf6b7329f065c7a40cc,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.015
0x2714a4e1f0e9b1cc02c0735836d35624f95043b0,0xda18e1537622802ec576d99a8e3913914653bd6f,0.01
0x273061aa9b9ddddce5b7c2d1eb7237611d558d4f,0xfa5f665fad9b4b5a374f6dec38eb3e5218e2ea33,1.02
0x2753deed6fc665ff159c94aeafb8a19e4525831e,0xfa5f665fad9b4b5a374f6dec38eb3e5218e2ea33,1.0
0x275c69284ce670e88b5539355d94bd0601981d1d,0xf0cad7c8b383f79a879eb6df644e336234ebdac8,0.15
0x27dd12a74b3c57ff67dc863cb39ee799091ebdb1,0xfa5f665fad9b4b5a374f6dec38eb3e5218e2ea33,1.0
0x27e1be845635885f23f05f8ea0e3a6c340076ccf,0xfc4852b5e3af65058cdfe1d1dce26946c0c1975f,0.2
0x280e205d57eac7e0dddbefa9d7b8be03314a0195,0x42dfaf5266ad40ab4533f9806f5cc1df4c1eb363,0.25
0x282173335ae1f328b34eb9acadc052e59e70a89f,0xc3268ddb8e38302763ffdc9191fcebd4c948fe1b,0.4
0x28395ad01ca521ec9f51b3a493b94e5104a276ea,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.1
0x283d37e46f7817610fa03fe8ece875a2897a8df9,0xfa5f665fad9b4b5a374f6dec38eb3e5218e2ea33,1.0
0x285fdc3cbf953715ab925ca82ae1e2087de6509a,0x42dfaf5266ad40ab4533f9806f5cc1df4c1eb363,0.1
0x28679a1a632125fbbf7a68d850e50623194a709e,0xfc4852b5e3af65058cdfe1d1dce26946c0c1975f,0.3
0x289c44ab3f461127af1f04fc80f8b54fc3ff7316,0xfa5f665fad9b4b5a374f6dec38eb3e5218e2ea33,0.09
0x289e46e33ccc4c0f5732139bf1c6064e637b266c,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.41000000000000003
0x289e46e33ccc4c0f5732139bf1c6064e637b266c,0xfa5f665fad9b4b5a374f6dec38eb3e5218e2ea33,0.3
0x28c2779d125be97125e18b0c3a412b7bea9a3d48,0x42dfaf5266ad40ab4533f9806f5cc1df4c1eb363,0.1
0x28c2779d125be97125e18b0c3a412b7bea9a3d48,0xdc1f98682f4f8a5c6d54f345f448437b83f5e432,0.1
0x28c695abc5f28b72b90110c704c36290bdacb7fa,0xfa5f665fad9b4b5a374f6dec38eb3e5218e2ea33,1.0
0x28d804bf2212e220bc2b7b6252993db8286df07f,0x6c70e5fc4e4926cd836a6f8b0645aa1a077fa605,0.05
0x28f1a20aef6064f7f5f3135774f3890772b89462,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.149
0x294307a59b53ac1684f03558499578d16b68443e,0xadbd9aeda5633448e8b4953b4376c9514075abf4,0.25
0x2953cf3292d8b0347e1a34d297fa9c4e79d0b3dd,0xda18e1537622802ec576d99a8e3913914653bd6f,0.2
0x29864cb0e263776d288c4d4739e98fcdc0f587c7,0xadbd9aeda5633448e8b4953b4376c9514075abf4,0.23
0x299c8c6d973506fbf9245d95773d6ca1c5ccbfb3,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.05
0x29faeb62f4e9e1456c2feed5c6f27b13fae91dae,0xfa5f665fad9b4b5a374f6dec38eb3e5218e2ea33,1.0
0x2a108c8b3ae0b2212c00a96ff04e8934bb53e07c,0xda18e1537622802ec576d99a8e3913914653bd6f,0.1
0x2a2cd7400f922085b62ca9bd9ac0f16151f716ab,0x345122f6513329d169cff39ace8978edc3942b5d,0.1
0x2a3479c3f82ec79628b660eee9efde947f04b77c,0xfa5f665fad9b4b5a374f6dec38eb3e5218e2ea33,1.06
0x2a704f87cb047691139c6fec103ffbb10f9c67a2,0xfa5f665fad9b4b5a374f6dec38eb3e5218e2ea33,0.1
0x2ae8c972fb2e6c00dded8986e2dc672ed190da06,0x3b3525f60eeea4a1ef554df5425912c2a532875d,0.05
0x2ae8c972fb2e6c00dded8986e2dc672ed190da06,0xfc4852b5e3af65058cdfe1d1dce26946c0c1975f,0.1
0x2af19063ff9bd67bee4448b59bfb1c6159fc6565,0xda18e1537622802ec576d99a8e3913914653bd6f,2.0
0x2afcf41dfb07e1ff201039d9c76dfb972bb67cc8,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.05
0x2b06fc77eb9d6f64b25bd577dacfa43b56e5b4cc,0x3b3525f60eeea4a1ef554df5425912c2a532875d,0.01
0x2b5556796201d38b84717aa607fc501e3353610e,0xfa5f665fad9b4b5a374f6dec38eb3e5218e2ea33,1.0
0x2b71f066d2b1ff54abc3e0766fce36d066e5a330,0xf0cad7c8b383f79a879eb6df644e336234ebdac8,0.25
0x2ba7ef752b2724cd5bab9be5527118f3532ff381,0xfc4852b5e3af65058cdfe1d1dce26946c0c1975f,0.1
0x2bc2ca2a7b3e6edef35223a211ac3b0b9b8d4346,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.1
0x2bd5d2e3d5852ad9960638083cb7c9f493e7a597,0x3b3525f60eeea4a1ef554df5425912c2a532875d,0.015
0x2bd5d2e3d5852ad9960638083cb7c9f493e7a597,0x42dfaf5266ad40ab4533f9806f5cc1df4c1eb363,0.025
0x2bd5d2e3d5852ad9960638083cb7c9f493e7a597,0xc3268ddb8e38302763ffdc9191fcebd4c948fe1b,0.11
0x2c35a970a19b943bed591d55204034d8672de7ac,0xfa5f665fad9b4b5a374f6dec38eb3e5218e2ea33,0.25
0x2d0671c41defe2d03f1d0e867327de79b98823e2,0xc3268ddb8e38302763ffdc9191fcebd4c948fe1b,0.42
0x2d19f32620f647d08fa8b9a0fa5206fae15c0ed5,0xfa5f665fad9b4b5a374f6dec38eb3e5218e2ea33,0.01
0x2d48c6432cc4000a55de200341a8e65a1cafa400,0xfa5f665fad9b4b5a374f6dec38eb3e5218e2ea33,0.1
0x2d55e23a891e5f7aa77d83bea870336d29868034,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.1
0x2d639d4a4d471fb54da6d88def2d263acf3108a8,0x42dfaf5266ad40ab4533f9806f5cc1df4c1eb363,0.1
0x2d6fde72cd842c967c93ddbda312f6b951394740,0xadbd9aeda5633448e8b4953b4376c9514075abf4,0.5
0x2db3c0f42022fdc8dfe70036fee85e48a24b88af,0xfa5f665fad9b4b5a374f6dec38eb3e5218e2ea33,1.0
0x2e15d9fb226e2ca3603e1fc74dcaab58fe9fa5f5,0xfa5f665fad9b4b5a374f6dec38eb3e5218e2ea33,3.1
0x2e21f5d32841cf8c7da805185a041400bf15f21a,0xdc1f98682f4f8a5c6d54f345f448437b83f5e432,3.0
0x2e419a06feb47d5f640636a55a814757fa10edf9,0x3527a204a5260a0e36ca695312379370328e4e6c,0.25
0x2e419a06feb47d5f640636a55a814757fa10edf9,0xc3268ddb8e38302763ffdc9191fcebd4c948fe1b,0.15
0x2e419a06feb47d5f640636a55a814757fa10edf9,0xc46e9a66fddc8d1a69529d86e668236f02957f1b,0.1
0x2e419a06feb47d5f640636a55a814757fa10edf9,0xda18e1537622802ec576d99a8e3913914653bd6f,0.25
0x2e44f49552c0c8e93f60318520760f619c03615f,0xfc4852b5e3af65058cdfe1d1dce26946c0c1975f,0.1
0x2e5300eabf71950b00ddd6a59690cfd8852ad3b9,0xfa5f665fad9b4b5a374f6dec38eb3e5218e2ea33,0.001
0x2e6a6432e4ae0aff2b4a6143922a6aca7a6ca261,0xfa5f665fad9b4b5a374f6dec38eb3e5218e2ea33,1.0
0x2e998ea60f0c6e3aad71b4f56847e1b5e4658786,0xc3268ddb8e38302763ffdc9191fcebd4c948fe1b,0.1
0x2ede0ccebfb3bf307dafc57ff700183391620a69,0xfa5f665fad9b4b5a374f6dec38eb3e5218e2ea33,0.01
0x2f07588468acf47942e70e25d978f677989f0408,0xfa5f665fad9b4b5a374f6dec38eb3e5218e2ea33,1.0
0x2f41f412373aa1c8c5ac1d9cc57c1d2daf9b5fa2,0xfa5f665fad9b4b5a374f6dec38eb3e5218e2ea33,0.03
0x2f4bea4cb44d0956ce4980e76a20a8928e00399a,0x3527a204a5260a0e36ca695312379370328e4e6c,0.069
0x2f4bea4cb44d0956ce4980e76a20a8928e00399a,0x969d53ead869b7242715038551e1cbdbce514b68,1.0
0x2f71129b240080c638ac8d993bff52169e3551c3,0xfa5f665fad9b4b5a374f6dec38eb3e5218e2ea33,1.0
0x2f9b473d4b9f95a5e55f205be1a003b27d24df76,0x3527a204a5260a0e36ca695312379370328e4e6c,0.1
0x2fcc020f72e5d2edd2a24d04f3dc90d7fdfbd1dd,0xfc4852b5e3af65058cdfe1d1dce26946c0c1975f,0.3
0x2ff847346b019e7cbcb4b3790f582ede19151184,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.45
0x2ff847346b019e7cbcb4b3790f582ede19151184,0xfa5f665fad9b4b5a374f6dec38eb3e5218e2ea33,29.0
0x3035a1bbd824041b07f8ab2297a71a81e00127c5,0xfa5f665fad9b4b5a374f6dec38eb3e5218e2ea33,1.0
0x3070f20f86fda706ac380f5060d256028a46ec29,0x48a63097e1ac123b1f5a8bbffafa4afa8192fab0,0.05
0x30cd898a9cb6fe9c267cc47e1deec5b485ddc6a2,0xadbd9aeda5633448e8b4953b4376c9514075abf4,0.01
0x30d4f0396080b44e24be1353277fec6dd931756c,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.41
0x30e838d51c61811d382962b4e0699715462dcde1,0x48a63097e1ac123b1f5a8bbffafa4afa8192fab0,0.01
0x30e838d51c61811d382962b4e0699715462dcde1,0xfa5f665fad9b4b5a374f6dec38eb3e5218e2ea33,0.01
0x310d6dae73f20d791d04da8ee20bae32a02722f8,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.343
0x311da6d80cc8994193168ba51b074649606cf6d2,0xc57c5ae582708e619ec1ba7513480b2e7540935f,1.15
0x31e99699bccde902afc7c4b6b23bb322b8459d22,0x42dfaf5266ad40ab4533f9806f5cc1df4c1eb363,0.1
0x32262672c6d1b814019f4ca4e2fc53285a919704,0xc3268ddb8e38302763ffdc9191fcebd4c948fe1b,0.15
0x323794c012df58d68843d745c75ea536d870c7da,0x3527a204a5260a0e36ca695312379370328e4e6c,0.1
0x324f099c5b98c0c9964071481c7762b6635d6733,0xfa5f665fad9b4b5a374f6dec38eb3e5218e2ea33,2.0
0x32802f989b4348a51dd0e61d23b78be1a0543469,0x345122f6513329d169cff39ace8978edc3942b5d,1.0
0x32802f989b4348a51dd0e61d23b78be1a0543469,0x3527a204a5260a0e36ca695312379370328e4e6c,0.25
0x32802f989b4348a51dd0e61d23b78be1a0543469,0xda18e1537622802ec576d99a8e3913914653bd6f,0.666
0x32802f989b4348a51dd0e61d23b78be1a0543469,0xf0cad7c8b383f79a879eb6df644e336234ebdac8,0.15
0x32802f989b4348a51dd0e61d23b78be1a0543469,0xfa5f665fad9b4b5a374f6dec38eb3e5218e2ea33,1.0
0x32814d1b2ca7aa190746382032732cd0e902d556,0xfa5f665fad9b4b5a374f6dec38eb3e5218e2ea33,0.01
0x328809a567b87b6123462c3062e8438bbb75c1c5,0xfa5f665fad9b4b5a374f6dec38eb3e5218e2ea33,2.05
0x3289ee09426c9469b6784b6c41eab73fdaf3f989,0xda18e1537622802ec576d99a8e3913914653bd6f,5.0
0x3295df41a2f288da03818ae32565e1599f1b2eee,0x3527a204a5260a0e36ca695312379370328e4e6c,0.1
0x32a7e4fe818d6b5397a159b3ca609330e178b64e,0xfa5f665fad9b4b5a374f6dec38eb3e5218e2ea33,1.0
0x32e0fa8bfe7589d1d89bbaa240252e809f7d6027,0xfa5f665fad9b4b5a374f6dec38eb3e5218e2ea33,0.001
0x32ffe815277ff53dd2a73557664e229899e6501e,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.221
0x331db676e1064c7dce97aa410acff5bd88a2398d,0xda18e1537622802ec576d99a8e3913914653bd6f,0.012
0x333ffbdf76a0dce3c40ef58b2e5fc57893dcabc0,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.18
0x3347fee5910775b1c4b164d411dc517d7499a68a,0xfa5f665fad9b4b5a374f6dec38eb3e5218e2ea33,0.01
0x337839612def7463bf9d64c9887c8e1ffd4c3886,0xadbd9aeda5633448e8b4953b4376c9514075abf4,0.05
0x337cacd5a396e7c5007b73733df7cd6f8af8c337,0xfa5f665fad9b4b5a374f6dec38eb3e5218e2ea33,1.001
0x338050301df259ab1aee79026e6e1bff7b10c899,0xfc4852b5e3af65058cdfe1d1dce26946c0c1975f,0.1
0x33e3c007d1d48e2b645c9ce22570267b0c82f578,0xfa5f665fad9b4b5a374f6dec38eb3e5218e2ea33,8.1
0x33e96eb658bcf4858fe60dd0ca170b2d54411358,0x42dfaf5266ad40ab4533f9806f5cc1df4c1eb363,0.025
0x33f19221618359fdbd68245220b1e6d07d2da12c,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.3
0x33f283fffa88197fa875c011537ada7f96a46027,0xfa5f665fad9b4b5a374f6dec38eb3e5218e2ea33,1.0
0x33fc2be5563e3c02a3e127f01bbd71db472aa613,0xadbd9aeda5633448e8b4953b4376c9514075abf4,0.02
0x345122f6513329d169cff39ace8978edc3942b5d,0xc46e9a66fddc8d1a69529d86e668236f02957f1b,0.04
0x349927d00bcece70e15fada042344501d2ab7296,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.3
0x350bfbe87efe959c01aa3bf35331dd2e6276b096,0xfc4852b5e3af65058cdfe1d1dce26946c0c1975f,0.1
0x350e6251722400daba2eb4e6fd873631a4f81be8,0xfa5f665fad9b4b5a374f6dec38eb3e5218e2ea33,0.02
0x3527a204a5260a0e36ca695312379370328e4e6c,0x3527a204a5260a0e36ca695312379370328e4e6c,0.12
0x3527a204a5260a0e36ca695312379370328e4e6c,0x5507dbd48a5a5bace8a6030e878cc4e0af147c33,0.01
0x3527a204a5260a0e36ca695312379370328e4e6c,0xf0cad7c8b383f79a879eb6df644e336234ebdac8,0.06
0x3527a204a5260a0e36ca695312379370328e4e6c,0xfc4852b5e3af65058cdfe1d1dce26946c0c1975f,0.1
0x356b3e9112717b91a13bd84bc1c3ae4483a45068,0xfa5f665fad9b4b5a374f6dec38eb3e5218e2ea33,1.0
0x358a906ca407a35de33b930aa7cf49a301a4def1,0x3b3525f60eeea4a1ef554df5425912c2a532875d,0.1
0x35977cf9b9a753d11e043452418d01f37d93084e,0xc3268ddb8e38302763ffdc9191fcebd4c948fe1b,0.25
0x35a2538c715169c9b048ed1ef7cfb5572c349c8b,0xfa5f665fad9b4b5a374f6dec38eb3e5218e2ea33,0.5
0x35aa360a5a78e555cacd4a04c70d093be90fa43f,0xadbd9aeda5633448e8b4953b4376c9514075abf4,0.4
0x35d124ce28e92a7365ac428234a6c362eaea1845,0x48a63097e1ac123b1f5a8bbffafa4afa8192fab0,0.1
0x363bb53b20357489ec6465b26ecceb19b2c833ae,0xfa5f665fad9b4b5a374f6dec38eb3e5218e2ea33,0.002
0x366887642858e2b0c4faf7226a1462aae53e41a2,0x42dfaf5266ad40ab4533f9806f5cc1df4c1eb363,0.15
0x366e58737164430af4aed2856840be9bb148bdc7,0xfa5f665fad9b4b5a374f6dec38eb3e5218e2ea33,0.001
0x36d960741d2ea0bfccfa23838828af528e38cd9a,0x46301f7e700be9cffce3e5e142a2244df3f2d4f2,0.25
0x36de990133d36d7e3df9a820aa3ede5a2320de71,0x3527a204a5260a0e36ca695312379370328e4e6c,0.01
0x36de990133d36d7e3df9a820aa3ede5a2320de71,0xf0cad7c8b383f79a879eb6df644e336234ebdac8,0.1
0x36de990133d36d7e3df9a820aa3ede5a2320de71,0xfa5f665fad9b4b5a374f6dec38eb3e5218e2ea33,0.05
0x371fd8f99a7e5420b221ff43623e36aaa8f1b6a1,0xda18e1537622802ec576d99a8e3913914653bd6f,0.666
0x37383c0e568b5792a556a1a846616ff381db6611,0xfa5f665fad9b4b5a374f6dec38eb3e5218e2ea33,1.09547
0x3755714df4ac03d503b9e8e1ae93799573ea9b8b,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.169
0x375c4952dfe5d5f0eae142f73cf8138ad496a722,0xfa5f665fad9b4b5a374f6dec38eb3e5218e2ea33,0.01
0x376275c4f9e4fffd8a89a90852f253f8e3373f67,0xfc4852b5e3af65058cdfe1d1dce26946c0c1975f,0.1
0x37648f9522f3637bd38f5a033b9a9cd7f094451b,0xdc1f98682f4f8a5c6d54f345f448437b83f5e432,0.15
0x37648f9522f3637bd38f5a033b9a9cd7f094451b,0xfc4852b5e3af65058cdfe1d1dce26946c0c1975f,0.4
0x37cee3cab97d193f6517951c16e477af4633e562,0x345122f6513329d169cff39ace8978edc3942b5d,0.005
0x381636d0e4ed0fa6acf07d8fd821909fb63c0d10,0xfc4852b5e3af65058cdfe1d1dce26946c0c1975f,0.3
0x3839acf1ee7699d1f46b1be840d8ad8317fdf757,0xfa5f665fad9b4b5a374f6dec38eb3e5218e2ea33,1.0
0x38abcd2c90cc76059308221ee678ca23c4d20279,0x48a63097e1ac123b1f5a8bbffafa4afa8192fab0,0.001
0x38e441033c40c99a878b5058af7ec45ff4b50198,0xc57c5ae582708e619ec1ba7513480b2e7540935f,0.24125000000000002
0x394460559dbf84928d71e12c319f103b000993ec,0xfa5f665fad9b4b5a374f6dec38eb3e5218e2ea33,8.87
